break_id,channel,channel_name,len_min,dur_touched_min,len_bin,ordinal,prog_key,cluster,hour,daypart,gap_prev_min,gap_next_min,norm_s,norm_c,norm_g,norm_raw,start_minute_in_qh
124,כאן 11,PrimeShow1_last_standard,2.45,4,1.5-2.5,2.0,"('כאן 11', '2024-11-04', 42)","('כאן 11', '2024-11-04', 42)",12,afternoon,18,38,1.144533316734618,1.2306572064087213,1.1367209213451916,0.9666666666666667,12
125,כאן 11,Other_middle_standard,1.8666666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 47)","('כאן 11', '2024-11-04', 47)",13,afternoon,38,8,0.7436987665670727,0.7243179580090636,0.7271963098314411,0.5666666666666667,8
126,כאן 11,Other_last_standard,2.433333333333333,4,1.5-2.5,2.0,"('כאן 11', '2024-11-04', 47)","('כאן 11', '2024-11-04', 47)",13,afternoon,8,40,0.9828583906540014,0.9357941514811802,0.9730881508375114,0.6999999999999998,3
127,כאן 11,News_last_standard,2.533333333333333,4,2.5-3.5,1.0,"('כאן 11', '2024-11-04', 52)","('כאן 11', '2024-11-04', 52)",14,afternoon,40,29,0.6808117200982343,0.6960159153254981,0.6745497926173184,0.5666666666666667,1
128,כאן 11,PrimeShow2_middle_standard,1.7666666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 54)","('כאן 11', '2024-11-04', 54)",14,afternoon,29,36,0.9131928538708199,0.9195315669417391,0.8901506722882567,0.9,3
129,כאן 11,News_middle_standard,1.9166666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 56)","('כאן 11', '2024-11-04', 56)",15,afternoon,36,21,0.5637122071644342,0.5448978592073679,0.5568511436995971,0.6,11
130,כאן 11,News_last_standard,2.0,3,1.5-2.5,2.0,"('כאן 11', '2024-11-04', 56)","('כאן 11', '2024-11-04', 56)",15,afternoon,21,19,0.5477383524301823,0.5491138615990095,0.5452728686658227,0.7666666666666666,4
131,כאן 11,Other_first_standard,1.8,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 59)","('כאן 11', '2024-11-04', 59)",16,afternoon,19,21,0.5877028714107365,0.5327817531305904,0.5674959961699478,0.6999999999999998,10
132,כאן 11,Other_last_standard,2.5166666666666666,3,2.5-3.5,2.0,"('כאן 11', '2024-11-04', 59)","('כאן 11', '2024-11-04', 59)",16,afternoon,21,38,0.8605002359603589,0.9176798647386883,0.8825454856600574,0.9333333333333335,3
133,כאן 11,News_first_standard,2.216666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 63)","('כאן 11', '2024-11-04', 63)",17,early_evening,38,12,0.7430152717388837,0.7592289996541554,0.7433112218019745,1.0333333333333334,13
134,כאן 11,News_first_standard,2.0833333333333335,4,1.5-2.5,2.0,"('כאן 11', '2024-11-04', 63)","('כאן 11', '2024-11-04', 63)",17,early_evening,12,23,0.7768251273344653,0.7681845208082952,0.7768251273344653,1.2666666666666666,12
135,כאן 11,News_middle_standard,2.4,3,1.5-2.5,3.0,"('כאן 11', '2024-11-04', 63)","('כאן 11', '2024-11-04', 63)",18,early_evening,17,16,0.8733624454148471,0.8242090956009398,0.8466186322166713,2.0,11
136,כאן 11,News_last_standard,2.3333333333333335,3,1.5-2.5,4.0,"('כאן 11', '2024-11-04', 63)","('כאן 11', '2024-11-04', 63)",18,early_evening,16,177,0.7746478873239435,0.7436327142298723,0.7636921159648432,1.8333333333333333,14
137,כאן 11,News_last_short,1.1166666666666667,3,lt1.5,1.0,"('כאן 11', '2024-11-04', 70)","('כאן 11', '2024-11-04', 70)",21,late_evening,177,1,0.6586958833635261,0.6870587764283934,0.6696585868529947,3.033333333333333,13
139,כאן 11,PrimeShow2_middle_long,4.016666666666667,5,3.5-5,1.0,"('כאן 11', '2024-11-04', 72)","('כאן 11', '2024-11-04', 72)",21,late_evening,25,12,0.79428975751549,0.770165615056689,0.7870857144926823,4.233333333333333,12
140,כאן 11,PrimeShow2_last_long,3.966666666666667,5,3.5-5,2.0,"('כאן 11', '2024-11-04', 72)","('כאן 11', '2024-11-04', 72)",22,late_evening,12,24,0.7503392080701389,0.7401320234323858,0.7515809430032084,3.7000000000000006,13
141,כאן 11,Other_last_long,3.433333333333333,4,2.5-3.5,1.0,"('כאן 11', '2024-11-04', 75)","('כאן 11', '2024-11-04', 75)",22,late_evening,24,36,0.9696937292440212,0.9519706331851162,0.9696937292440212,3.466666666666667,11
142,כאן 11,News_last_standard,2.15,3,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 78)","('כאן 11', '2024-11-04', 78)",23,late_evening,36,30,0.8087428564556336,0.8247420049888076,0.8087428564556336,1.9000000000000001,5
143,כאן 11,PrimeShow2_middle_standard,2.5,4,1.5-2.5,1.0,"('כאן 11', '2024-11-04', 80)","('כאן 11', '2024-11-04', 80)",23,late_evening,30,39,0.7858903795436304,0.7664345973564659,0.7721358791585056,1.2,7
144,כאן 11,Other_first_standard,2.066666666666667,4,1.5-2.5,1.0,"('כאן 11', '2024-11-05', 0)","('כאן 11', '2024-11-05', 0)",0,overnight,39,19,1.1973310917305873,1.2925090817269342,1.2193206732176938,1.2333333333333334,4
145,כאן 11,Other_middle_standard,2.466666666666667,4,1.5-2.5,2.0,"('כאן 11', '2024-11-05', 0)","('כאן 11', '2024-11-05', 0)",0,overnight,19,39,0.689655172413793,0.6999209591558819,0.6995541751183231,0.6,11
146,כאן 11,Other_last_standard,1.8166666666666667,2,1.5-2.5,3.0,"('כאן 11', '2024-11-05', 0)","('כאן 11', '2024-11-05', 0)",1,overnight,39,18,0.748593551976755,0.7432683713144349,0.7449808321300555,0.43333333333333335,8
147,כאן 11,Other_last_standard,1.8166666666666667,2,1.5-2.5,4.0,"('כאן 11', '2024-11-05', 0)","('כאן 11', '2024-11-05', 0)",1,overnight,18,6,0.34569606549812776,0.346691403834261,0.34569606549812776,0.20000000000000004,12
148,כאן 11,Other_first_standard,1.95,3,1.5-2.5,1.0,"('כאן 11', '2024-11-05', 5)","('כאן 11', '2024-11-05', 5)",2,overnight,6,18,0.17941478167993827,0.1691335805122003,0.17716103648571843,0.20000000000000004,4
149,כאן 11,Other_last_standard,2.1166666666666667,3,1.5-2.5,2.0,"('כאן 11', '2024-11-05', 5)","('כאן 11', '2024-11-05', 5)",2,overnight,18,33,0.1775158287895308,0.16936954848422656,0.16936954848422656,0.20000000000000004,9
151,כאן 11,Other_last_standard,2.1166666666666667,4,1.5-2.5,2.0,"('כאן 11', '2024-11-05', 8)","('כאן 11', '2024-11-05', 8)",3,overnight,11,24,0.3448389760528489,0.3382452574525745,0.35547765118317265,0.2,12
152,כאן 11,Other_last_short,1.0666666666666667,2,lt1.5,1.0,"('כאן 11', '2024-11-05', 11)","('כאן 11', '2024-11-05', 11)",3,overnight,24,36,1.757356527839436,1.7676027676027675,1.7381613524411392,0.5666666666666667,9
156,כאן 11,Other_first_standard,2.0166666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-05', 22)","('כאן 11', '2024-11-05', 22)",6,morning,26,25,0.4838709677419355,0.5238152198678514,0.5115967885816235,0.10000000000000002,6
157,כאן 11,Other_middle_standard,2.1166666666666667,3,1.5-2.5,2.0,"('כאן 11', '2024-11-05', 22)","('כאן 11', '2024-11-05', 22)",6,morning,25,29,0.673972602739726,0.6442403086238703,0.6549350193185809,0.16666666666666666,3
158,כאן 11,Other_last_short,1.0666666666666667,2,lt1.5,3.0,"('כאן 11', '2024-11-05', 22)","('כאן 11', '2024-11-05', 22)",7,morning,29,59,1.8799975584447293,1.8799975584447293,1.8799975584447293,0.8000000000000002,4
159,כאן 11,News_first_short,1.0,2,lt1.5,1.0,"('כאן 11', '2024-11-05', 27)","('כאן 11', '2024-11-05', 27)",8,morning,59,58,1.4163264054117983,1.4542654357816314,1.4542654357816314,1.1,4
160,כאן 11,News_middle_short,1.0666666666666667,2,lt1.5,2.0,"('כאן 11', '2024-11-05', 27)","('כאן 11', '2024-11-05', 27)",9,morning,58,60,0.9935363107250447,0.9301940182165701,0.9261399030181628,0.8666666666666667,3
161,כאן 11,News_first_short,0.7333333333333333,2,lt1.5,1.0,"('כאן 11', '2024-11-05', 30)","('כאן 11', '2024-11-05', 30)",10,morning,60,59,1.3548668160318644,1.352342399426625,1.352342399426625,1.3999999999999997,4
162,כאן 11,News_middle_short,1.0833333333333333,2,lt1.5,2.0,"('כאן 11', '2024-11-05', 30)","('כאן 11', '2024-11-05', 30)",11,morning,59,78,0.9446254071661239,0.9890853398958949,0.9889562909863582,0.9666666666666668,4
163,כאן 11,Other_middle_standard,2.0166666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-05', 33)","('כאן 11', '2024-11-05', 33)",12,afternoon,78,18,0.5384615384615384,0.5245677163887287,0.5342545133833699,0.4666666666666666,8
164,כאן 11,Other_last_standard,2.7666666666666666,4,2.5-3.5,2.0,"('כאן 11', '2024-11-05', 33)","('כאן 11', '2024-11-05', 33)",12,afternoon,18,31,0.7509881422924901,0.781526805709735,0.7496279761904762,0.6333333333333333,13
165,כאן 11,Other_middle_standard,2.5166666666666666,3,2.5-3.5,1.0,"('כאן 11', '2024-11-05', 36)","('כאן 11', '2024-11-05', 36)",13,afternoon,31,9,0.46396224226656974,0.4722879734321383,0.47455143703058694,0.3666666666666667,2
166,כאן 11,Other_last_standard,2.2666666666666666,4,1.5-2.5,2.0,"('כאן 11', '2024-11-05', 36)","('כאן 11', '2024-11-05', 36)",13,afternoon,9,22,0.40662834780481844,0.39864641563046094,0.4116563202259284,0.3,13
167,כאן 11,Other_middle_standard,2.6333333333333333,4,2.5-3.5,1.0,"('כאן 11', '2024-11-05', 39)","('כאן 11', '2024-11-05', 39)",13,afternoon,22,37,0.12080711510007643,0.1170506853425249,0.12083951525704872,0.10000000000000002,8
168,כאן 11,Other_middle_standard,1.7166666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-05', 43)","('כאן 11', '2024-11-05', 43)",14,afternoon,37,15,0.2505175983436853,0.2328913082190447,0.2436871807546548,0.2333333333333333,3
169,כאן 11,Other_last_standard,2.5166666666666666,4,2.5-3.5,2.0,"('כאן 11', '2024-11-05', 43)","('כאן 11', '2024-11-05', 43)",14,afternoon,15,30,0.30439761795694004,0.3065316420830884,0.3106823748576948,0.3,5
170,כאן 11,News_middle_standard,2.3,3,1.5-2.5,1.0,"('כאן 11', '2024-11-05', 46)","('כאן 11', '2024-11-05', 46)",15,afternoon,30,24,0.28846748428321134,0.28256203804445224,0.2935125056259243,0.3,8
171,כאן 11,News_last_standard,2.3833333333333333,4,1.5-2.5,2.0,"('כאן 11', '2024-11-05', 46)","('כאן 11', '2024-11-05', 46)",15,afternoon,24,15,0.6667307627051544,0.6684602171271056,0.6640425353115917,0.9333333333333332,4
172,כאן 11,Other_first_standard,1.7666666666666666,3,1.5-2.5,1.0,"('כאן 11', '2024-11-05', 49)","('כאן 11', '2024-11-05', 49)",16,afternoon,15,32,0.6549087998975116,0.6566062680655705,0.6483141371778728,0.7999999999999999,7
173,כאן 11,Other_last_standard,2.1333333333333333,3,1.5-2.5,2.0,"('כאן 11', '2024-11-05', 49)","('כאן 11', '2024-11-05', 49)",16,afternoon,32,34,0.28945685708641833,0.2749822443426401,0.29019597587204615,0.3333333333333333,11
174,כאן 11,News_first_standard,2.45,3,1.5-2.5,1.0,"('כאן 11', '2024-11-05', 53)","('כאן 11', '2024-11-05', 53)",17,early_evening,34,7,0.42220536332750597,0.4105859820700897,0.42090127773602165,0.6,2
175,כאן 11,News_middle_standard,2.3666666666666667,3,1.5-2.5,2.0,"('כאן 11', '2024-11-05', 53)","('כאן 11', '2024-11-05', 53)",17,early_evening,7,29,0.7267872980477192,0.7293318396618059,0.7267872980477192,1.1666666666666667,11
176,כאן 11,News_first_standard,2.8,3,2.5-3.5,1.0,"('כאן 11', '2024-11-05', 57)","('כאן 11', '2024-11-05', 57)",18,early_evening,17,30,0.8430232558139535,0.7606288495980459,0.8451428510715159,1.9333333333333336,0
177,כאן 11,News_last_standard,2.6666666666666665,3,2.5-3.5,2.0,"('כאן 11', '2024-11-05', 57)","('כאן 11', '2024-11-05', 57)",18,early_evening,30,206,0.9863304611575257,0.960918600849951,0.9658566484600289,2.6666666666666665,2
178,כאן 11,News_last_long,3.2,4,2.5-3.5,1.0,"('כאן 11', '2024-11-05', 61)","('כאן 11', '2024-11-05', 61)",22,late_evening,206,38,1.2274313025613532,1.1957774959860903,1.224042990633536,6.033333333333334,0
179,כאן 11,News_last_standard,2.8333333333333335,4,2.5-3.5,2.0,"('כאן 11', '2024-11-05', 61)","('כאן 11', '2024-11-05', 61)",22,late_evening,38,30,2.5022971801303946,2.4901986424606606,2.4520213577421814,7.666666666666667,11
180,כאן 11,Other_middle_standard,2.4,4,1.5-2.5,1.0,"('כאן 11', '2024-11-05', 64)","('כאן 11', '2024-11-05', 64)",23,late_evening,30,16,2.38222863164901,2.3076445354216113,2.3708414402203615,4.766666666666667,14
181,כאן 11,Other_last_standard,2.183333333333333,3,1.5-2.5,2.0,"('כאן 11', '2024-11-05', 64)","('כאן 11', '2024-11-05', 64)",23,late_evening,16,7,0.9516329602722692,0.991426185638861,0.9685722773958068,1.4666666666666668,3
182,כאן 11,Other_last_short,0.9333333333333333,2,lt1.5,3.0,"('כאן 11', '2024-11-05', 64)","('כאן 11', '2024-11-05', 64)",23,late_evening,7,1,1.5920109191731575,1.5650105412156516,1.5889038515313407,2.3000000000000003,12
184,כאן 11,Other_first_short,0.7666666666666667,2,lt1.5,1.0,"('כאן 11', '2024-11-06', 0)","('כאן 11', '2024-11-06', 0)",0,overnight,31,24,0.9951442684509452,0.9959683404724545,0.992028705136487,1.0666666666666667,1
185,כאן 11,News_last_standard,1.9833333333333334,3,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 1)","('כאן 11', '2024-11-06', 1)",0,overnight,24,28,2.6053639846743297,2.640576839445508,2.6389557978363762,2.2666666666666666,11
186,כאן 11,PrimeShow2_middle_standard,2.183333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 3)","('כאן 11', '2024-11-06', 3)",1,overnight,28,11,1.8141468765145525,1.8296694511518634,1.8116343137004822,1.2,11
187,כאן 11,PrimeShow2_last_short,1.4333333333333333,2,lt1.5,2.0,"('כאן 11', '2024-11-06', 3)","('כאן 11', '2024-11-06', 3)",1,overnight,11,74,1.5853572642930003,1.545270360221436,1.5853572642930007,0.9,9
188,כאן 11,Other_first_standard,1.8166666666666667,2,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 7)","('כאן 11', '2024-11-06', 7)",2,overnight,74,57,1.1317123791509036,1.0622058455089307,1.1063307797561466,0.6999999999999998,9
189,כאן 11,Other_middle_standard,2.1333333333333333,3,1.5-2.5,2.0,"('כאן 11', '2024-11-06', 7)","('כאן 11', '2024-11-06', 7)",3,overnight,57,215,2.775757575757576,2.707981220657276,2.8040973111395644,0.6999999999999998,7
190,כאן 11,Other_middle_standard,2.15,3,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 10)","('כאן 11', '2024-11-06', 10)",7,morning,215,67,2.8090455247830746,2.761160895304517,2.806296231445477,1.7,14
191,כאן 11,Other_last_standard,2.0166666666666666,3,1.5-2.5,2.0,"('כאן 11', '2024-11-06', 10)","('כאן 11', '2024-11-06', 10)",8,morning,67,26,1.7501425856379365,1.756221861207016,1.756221861207016,1.6333333333333335,8
192,כאן 11,Other_last_short,1.4833333333333334,2,lt1.5,3.0,"('כאן 11', '2024-11-06', 10)","('כאן 11', '2024-11-06', 10)",9,morning,26,58,1.979528105482304,1.9088881900568913,1.8882894319263726,1.7333333333333334,6
193,כאן 11,News_last_short,0.9833333333333333,2,lt1.5,1.0,"('כאן 11', '2024-11-06', 14)","('כאן 11', '2024-11-06', 14)",10,morning,58,59,2.411003236245955,2.397105248945645,2.3997339012558263,2.5,5
194,כאן 11,News_last_short,1.0,2,lt1.5,1.0,"('כאן 11', '2024-11-06', 17)","('כאן 11', '2024-11-06', 17)",11,morning,59,107,1.2703583061889252,1.2994060997411534,1.3048492132660179,1.3,5
195,כאן 11,PrimeShow2_middle_standard,2.4,3,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 21)","('כאן 11', '2024-11-06', 21)",12,afternoon,107,15,1.3545816733067728,1.4898067188219055,1.3560813672805958,1.1333333333333335,8
196,כאן 11,PrimeShow2_last_standard,2.3333333333333335,3,1.5-2.5,2.0,"('כאן 11', '2024-11-06', 21)","('כאן 11', '2024-11-06', 21)",13,afternoon,15,36,1.0714940757859213,1.0258835241413637,1.0258835241413637,0.8333333333333334,10
197,כאן 11,Other_middle_standard,2.433333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 26)","('כאן 11', '2024-11-06', 26)",13,afternoon,36,19,0.8027410803038749,0.7503498974087209,0.8015539879427065,0.6333333333333333,3
198,כאן 11,Other_last_standard,2.3666666666666667,3,1.5-2.5,2.0,"('כאן 11', '2024-11-06', 26)","('כאן 11', '2024-11-06', 26)",14,afternoon,19,39,0.24691358024691357,0.2612639321234709,0.25112898848743576,0.20000000000000004,9
199,כאן 11,Other_last_standard,2.4,4,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 31)","('כאן 11', '2024-11-06', 31)",14,afternoon,39,19,0.5073293632615666,0.5108860701384806,0.5178039580961581,0.5,5
200,כאן 11,News_first_standard,2.283333333333333,3,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 33)","('כאן 11', '2024-11-06', 33)",15,afternoon,19,36,0.5869579101999106,0.5913129830779275,0.5894391960204424,0.6,12
201,כאן 11,News_last_standard,2.066666666666667,3,1.5-2.5,2.0,"('כאן 11', '2024-11-06', 33)","('כאן 11', '2024-11-06', 33)",15,afternoon,36,38,0.7159904534606204,0.7145694424741098,0.7195036803714907,1.0,5
203,כאן 11,Other_last_standard,2.15,4,1.5-2.5,2.0,"('כאן 11', '2024-11-06', 36)","('כאן 11', '2024-11-06', 36)",16,afternoon,15,28,0.6728462874359268,0.6783049143290302,0.6703750436765437,0.8333333333333334,2
204,כאן 11,News_middle_standard,1.9,3,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 39)","('כאן 11', '2024-11-06', 39)",17,early_evening,28,17,0.7720778860480202,0.7474105492277417,0.7751818729204231,1.1,3
205,כאן 11,News_last_standard,2.183333333333333,3,1.5-2.5,2.0,"('כאן 11', '2024-11-06', 39)","('כאן 11', '2024-11-06', 39)",17,early_evening,17,17,0.5485355379529531,0.5344029374850956,0.5492290961841021,1.0,7
206,כאן 11,News_first_standard,2.1666666666666665,4,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 42)","('כאן 11', '2024-11-06', 42)",18,early_evening,17,31,1.3517441860465116,1.1948644492870293,1.3543734033387222,3.1,14
207,כאן 11,News_last_standard,2.316666666666667,3,1.5-2.5,2.0,"('כאן 11', '2024-11-06', 42)","('כאן 11', '2024-11-06', 42)",18,early_evening,31,181,1.4373415399913645,1.4191036569427755,1.4318400856479911,3.9,3
208,כאן 11,News_last_standard,1.85,3,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 47)","('כאן 11', '2024-11-06', 47)",21,late_evening,181,3,0.7838924013843305,0.7937807467177213,0.7938809955262268,4.366666666666667,6
209,כאן 11,News_last_short,1.1166666666666667,2,lt1.5,2.0,"('כאן 11', '2024-11-06', 47)","('כאן 11', '2024-11-06', 47)",21,late_evening,3,2,0.5330882352941178,0.5187182998579833,0.52588419227131,2.9,11
211,כאן 11,Other_middle_long,3.8666666666666667,5,3.5-5,1.0,"('כאן 11', '2024-11-06', 51)","('כאן 11', '2024-11-06', 51)",22,late_evening,22,13,0.3734657441881983,0.362340506694462,0.36975532246187015,1.7333333333333334,7
212,כאן 11,Other_last_long,3.5166666666666666,5,3.5-5,2.0,"('כאן 11', '2024-11-06', 51)","('כאן 11', '2024-11-06', 51)",22,late_evening,13,37,0.45144588923145856,0.44938909890901674,0.4502907027651098,1.6666666666666667,9
213,כאן 11,News_first_standard,2.1166666666666667,3,1.5-2.5,1.0,"('כאן 11', '2024-11-06', 55)","('כאן 11', '2024-11-06', 55)",23,late_evening,37,32,0.42607909827123214,0.43390658301874835,0.42607909827123214,1.0,5
214,כאן 11,News_last_standard,2.2333333333333334,4,1.5-2.5,2.0,"('כאן 11', '2024-11-06', 55)","('כאן 11', '2024-11-06', 55)",23,late_evening,32,32,0.8321894823442811,0.8330674068670866,0.8157845015612466,1.2333333333333334,9
215,כאן 11,News_last_standard,2.0,3,1.5-2.5,1.0,"('כאן 11', '2024-11-07', 0)","('כאן 11', '2024-11-07', 0)",0,overnight,32,6,0.42535787321063395,0.42648361843408283,0.42706178248346927,0.46666666666666673,14
216,כאן 11,PrimeShow2_first_short,0.8666666666666667,2,lt1.5,1.0,"('כאן 11', '2024-11-07', 2)","('כאן 11', '2024-11-07', 2)",0,overnight,6,22,0.16813099745697302,0.16394716394716394,0.16316195089728064,0.16666666666666666,7
217,כאן 11,Other_middle_short,1.3166666666666667,3,lt1.5,1.0,"('כאן 11', '2024-11-07', 3)","('כאן 11', '2024-11-07', 3)",1,overnight,22,10,0.35202205882352944,0.3788659793814433,0.3448275862068966,0.30000000000000004,0
222,כאן 11,Other_middle_standard,2.1666666666666665,4,1.5-2.5,1.0,"('כאן 11', '2024-11-07', 11)","('כאן 11', '2024-11-07', 11)",3,overnight,30,13,0.3169386441445265,0.3090956313957716,0.3169386441445265,0.20000000000000004,5
223,כאן 11,Other_last_standard,2.0833333333333335,3,1.5-2.5,2.0,"('כאן 11', '2024-11-07', 11)","('כאן 11', '2024-11-07', 11)",3,overnight,13,59,0.44597711778637444,0.47922990629964657,0.45124768442846247,0.2333333333333333,6
225,כאן 11,Other_middle_standard,1.9833333333333334,3,1.5-2.5,1.0,"('כאן 11', '2024-11-07', 18)","('כאן 11', '2024-11-07', 18)",5,overnight,59,12,0.967741935483871,0.9270482603815937,0.9096479500891266,0.20000000000000004,8
